Quarter,Country,Current Account Balance,Bilateral Balance,Reserves,Forwards,FX Intervention
9/1/10,Singapore,0.2047,-11.3148,0.1500,0.0773,0.2273,
12/1/10,Singapore,0.2299,-11.5808,0.1593,0.0974,0.2568,
3/1/11,Singapore,0.2367,-10.8034,0.1101,0.1601,0.2703,
6/1/11,Singapore,0.2402,-10.8965,0.0847,0.1763,0.2610,
9/1/11,Singapore,0.2390,-11.4739,0.0942,0.2028,0.2970,
12/1/11,Singapore,0.2226,-12.1664,0.0471,0.1376,0.1847,
3/1/12,Singapore,0.2099,-11.9837,0.0479,0.0571,0.1050,
6/1/12,Singapore,0.1978,-11.8052,0.0455,-0.0117,0.0338,
9/1/12,Singapore,0.1822,-10.7753,0.0391,-0.0659,-0.0268,
12/1/12,Singapore,0.1763,-10.2913,0.0765,-0.0409,0.0356,
3/1/13,Singapore,0.1611,-10.9975,0.0824,-0.0646,0.0178,
6/1/13,Singapore,0.1629,-11.3919,0.0831,-0.0834,-0.0003,
9/1/13,Singapore,0.1569,-11.9343,0.0641,-0.1006,-0.0364,
12/1/13,Singapore,0.1570,-12.8220,0.0478,-0.1247,-0.0768,
3/1/14,Singapore,0.1598,-13.9452,0.0262,-0.1178,-0.0916,
6/1/14,Singapore,0.1538,-13.5856,0.0248,-0.0883,-0.0636,
9/1/14,Singapore,0.1706,-13.2201,0.0314,-0.0760,-0.0446,
12/1/14,Singapore,0.1795,-13.5664,0.0127,-0.0842,-0.0715,
3/1/15,Singapore,0.1956,-12.5187,0.0091,-0.0857,-0.0765,
6/1/15,Singapore,0.1955,-12.1553,0.0039,-0.0789,-0.0750,
9/1/15,Singapore,0.1895,-11.6495,-0.0040,-0.0791,-0.0831,
12/1/15,Singapore,0.1868,-10.2086,-0.0048,-0.0527,-0.0575,
3/1/16,Singapore,0.1740,-8.8812,-0.0219,-0.0171,-0.0390,
6/1/16,Singapore,0.1837,-8.0150,-0.0170,-0.0120,-0.0290,
9/1/16,Singapore,0.1877,-8.0796,-0.0051,0.0230,0.0179,
12/1/16,Singapore,0.1770,-8.9835,-0.0135,0.0248,0.0113,
3/1/17,Singapore,0.1810,-10.2801,0.0415,0.0353,0.0768,
6/1/17,Singapore,0.1723,-11.0717,0.0397,0.0439,0.0836,
9/1/17,Singapore,0.1641,-10.9327,0.0513,0.0484,0.0997,
12/1/17,Singapore,0.1626,-10.2819,0.0695,0.0657,0.1352,
3/1/18,Singapore,0.1590,-9.1304,0.0482,0.0702,0.1184,
6/1/18,Singapore,0.1641,-8.9137,0.0535,0.0335,0.0870,
9/1/18,Singapore,0.1687,-7.4645,0.0421,0.0062,0.0482,
12/1/18,Singapore,0.1717,-6.3571,0.0228,0.0164,0.0392,
3/1/19,Singapore,0.1693,-5.4141,0.0345,0.0163,0.0508,
6/1/19,Singapore,0.1730,-4.2479,-0.0436,0.0393,-0.0043,
9/1/19,Singapore,0.1698,-4.6736,-0.0476,0.0321,-0.0154,
12/1/19,Singapore,0.1696,-4.8195,-0.0327,0.0289,-0.0038,
3/1/20,Singapore,0.1665,-4.6124,-0.0428,0.0374,-0.0055,
12/1/00,South Africa,-0.0014,1.1206,0.0035,0.0052,0.0086,
3/1/01,South Africa,0.0007,1.2496,-0.0015,0.0057,0.0043,
6/1/01,South Africa,0.0024,1.3252,-0.0032,0.0359,0.0327,
9/1/01,South Africa,0.0045,1.4056,-0.0145,0.0480,0.0335,
12/1/01,South Africa,0.0028,1.4731,-0.0145,0.0497,0.0352,
3/1/02,South Africa,0.0044,1.4603,-0.0021,0.0555,0.0534,
6/1/02,South Africa,0.0036,1.4339,-0.0007,0.0303,0.0297,
9/1/02,South Africa,0.0080,1.3281,0.0113,0.0135,0.0248,
12/1/02,South Africa,0.0087,1.5084,0.0097,0.0134,0.0231,
3/1/03,South Africa,0.0071,1.5959,-0.0019,0.0117,0.0098,
6/1/03,South Africa,-0.0024,1.6281,-0.0057,0.0221,0.0164,
9/1/03,South Africa,-0.0040,1.8639,-0.0059,0.0235,0.0176,
12/1/03,South Africa,-0.0088,1.8051,-0.0048,0.0367,0.0320,
3/1/04,South Africa,-0.0116,1.9511,-0.0002,0.0352,0.0350,
6/1/04,South Africa,-0.0159,2.4321,0.0102,0.0201,0.0302,
9/1/04,South Africa,-0.0234,2.5258,0.0153,0.0156,0.0309,
12/1/04,South Africa,-0.0280,2.7664,0.0242,0.0018,0.0259,
3/1/05,South Africa,-0.0316,2.5355,0.0217,-0.0006,0.0211,
6/1/05,South Africa,-0.0299,2.1791,0.0264,-0.0011,0.0252,
9/1/05,South Africa,-0.0308,2.0213,0.0240,-0.0006,0.0234,
12/1/05,South Africa,-0.0311,1.9787,0.0185,0.0000,0.0185,
3/1/06,South Africa,-0.0363,2.2845,0.0222,0.0001,0.0223,
6/1/06,South Africa,-0.0376,2.7007,0.0125,0.0002,0.0127,
9/1/06,South Africa,-0.0373,3.0192,0.0132,0.0001,0.0133,
12/1/06,South Africa,-0.0444,3.0389,0.0130,0.0004,0.0134,
3/1/07,South Africa,-0.0426,3.2897,0.0087,0.0004,0.0091,
6/1/07,South Africa,-0.0470,3.3702,0.0132,0.0004,0.0136,
9/1/07,South Africa,-0.0555,3.3706,0.0153,0.0003,0.0157,
12/1/07,South Africa,-0.0540,3.5327,0.0187,-0.0002,0.0185,
3/1/08,South Africa,-0.0604,3.6656,0.0187,-0.0001,0.0186,
6/1/08,South Africa,-0.0605,3.7623,0.0148,-0.0004,0.0144,
9/1/08,South Africa,-0.0605,4.0395,0.0124,-0.0005,0.0119,
12/1/08,South Africa,-0.0566,3.4574,0.0076,-0.0002,0.0073,
3/1/09,South Africa,-0.0523,2.4771,0.0059,-0.0005,0.0054,
6/1/09,South Africa,-0.0439,1.5928,0.0068,-0.0002,0.0066,
9/1/09,South Africa,-0.0303,0.8409,0.0148,0.0000,0.0148,
12/1/09,South Africa,-0.0264,1.4263,0.0127,0.0000,0.0127,
3/1/10,South Africa,-0.0245,2.0122,0.0208,0.0000,0.0208,
6/1/10,South Africa,-0.0214,2.3526,0.0197,0.0000,0.0197,
9/1/10,South Africa,-0.0220,2.5989,0.0113,0.0031,0.0144,
12/1/10,South Africa,-0.0146,2.5887,0.0091,0.0111,0.0202,
3/1/11,South Africa,-0.0132,2.0265,0.0122,0.0104,0.0226,
6/1/11,South Africa,-0.0141,2.1704,0.0104,0.0132,0.0236,
9/1/11,South Africa,-0.0169,2.2987,0.0089,0.0120,0.0209,
12/1/11,South Africa,-0.0223,2.2157,0.0094,0.0056,0.0150,
3/1/12,South Africa,-0.0272,2.4294,0.0009,0.0071,0.0080,
6/1/12,South Africa,-0.0361,2.0340,-0.0010,0.0019,0.0009,
9/1/12,South Africa,-0.0432,1.2952,0.0006,-0.0015,-0.0009,
12/1/12,South Africa,-0.0513,1.1195,0.0012,-0.0033,-0.0021,
3/1/13,South Africa,-0.0557,0.4708,-0.0009,-0.0057,-0.0066,
6/1/13,South Africa,-0.0564,0.7557,-0.0038,-0.0054,-0.0092,
9/1/13,South Africa,-0.0597,1.4450,-0.0004,-0.0046,-0.0050,
12/1/13,South Africa,-0.0580,1.1717,-0.0005,-0.0045,-0.0050,
3/1/14,South Africa,-0.0557,1.9402,-0.0022,-0.0035,-0.0057,
6/1/14,South Africa,-0.0558,1.7433,-0.0003,-0.0029,-0.0033,
9/1/14,South Africa,-0.0510,1.6675,0.0005,-0.0028,-0.0023,
12/1/14,South Africa,-0.0508,1.9502,0.0025,-0.0046,-0.0021,
3/1/15,South Africa,-0.0497,1.9373,0.0008,-0.0025,-0.0017,
6/1/15,South Africa,-0.0426,1.9447,0.0032,-0.0024,0.0008,
9/1/15,South Africa,-0.0430,1.8902,-0.0037,-0.0022,-0.0059,
12/1/15,South Africa,-0.0457,1.8657,-0.0052,-0.0017,-0.0069,
3/1/16,South Africa,-0.0479,1.9195,-0.0031,-0.0042,-0.0073,
6/1/16,South Africa,-0.0455,2.1349,-0.0031,-0.0023,-0.0054,
9/1/16,South Africa,-0.0403,2.1534,-0.0040,0.0000,-0.0040,
12/1/16,South Africa,-0.0281,2.1844,0.0084,0.0012,0.0095,
3/1/17,South Africa,-0.0230,2.0206,0.0058,0.0045,0.0103,
6/1/17,South Africa,-0.0249,2.1533,0.0060,0.0026,0.0085,
9/1/17,South Africa,-0.0240,2.3801,0.0122,0.0023,0.0146,
12/1/17,South Africa,-0.0255,2.6846,0.0038,-0.0016,0.0022,
3/1/18,South Africa,-0.0336,3.0266,0.0032,-0.0024,0.0008,
6/1/18,South Africa,-0.0336,2.9151,0.0078,-0.0018,0.0061,
9/1/18,South Africa,-0.0360,2.6649,0.0022,-0.0043,-0.0021,
12/1/18,South Africa,-0.0363,2.9353,0.0004,-0.0028,-0.0025,
3/1/19,South Africa,-0.0319,2.7052,-0.0030,0.0001,-0.0029,
6/1/19,South Africa,-0.0334,2.6782,-0.0099,-0.0041,-0.0140,
9/1/19,South Africa,-0.0339,2.7592,0.0058,-0.0042,0.0016,
12/1/19,South Africa,-0.0304,2.4316,0.0027,-0.0006,0.0021,
3/1/20,South Africa,-0.0200,2.9797,0.0023,-0.0041,-0.0017,
12/1/00,South Korea,0.0177,12.4777,0.0317,0.0000,0.0317,
3/1/01,South Korea,0.0188,13.0875,0.0137,0.0000,0.0137,
6/1/01,South Korea,0.0174,14.2393,0.0021,0.0000,0.0021,
9/1/01,South Korea,0.0107,13.4628,0.0021,0.0000,0.0021,
12/1/01,South Korea,0.0040,13.0008,0.0047,0.0000,0.0047,
3/1/02,South Korea,0.0039,13.1070,0.0105,0.0000,0.0105,
6/1/02,South Korea,0.0014,12.7131,0.0138,0.0000,0.0138,
9/1/02,South Korea,0.0026,12.9533,0.0142,0.0000,0.0142,
12/1/02,South Korea,0.0065,12.9960,0.0113,0.0000,0.0113,
3/1/03,South Korea,0.0011,12.1625,0.0077,0.0000,0.0077,
6/1/03,South Korea,0.0006,12.5197,0.0132,0.0000,0.0132,
9/1/03,South Korea,0.0066,12.7661,0.0193,0.0000,0.0193,
12/1/03,South Korea,0.0161,13.1568,0.0309,0.0000,0.0309,
3/1/04,South Korea,0.0272,14.6072,0.0407,0.0000,0.0407,
6/1/04,South Korea,0.0354,16.5813,0.0368,0.0000,0.0368,
9/1/04,South Korea,0.0384,18.5236,0.0331,0.0000,0.0331,
12/1/04,South Korea,0.0369,19.9812,0.0420,0.0000,0.0420,
3/1/05,South Korea,0.0331,20.6012,0.0405,0.0408,0.0813,
6/1/05,South Korea,0.0236,19.4994,0.0368,0.0385,0.0753,
9/1/05,South Korea,0.0164,17.6840,0.0301,0.0335,0.0636,
12/1/05,South Korea,0.0131,16.2098,0.0139,0.0304,0.0443,
3/1/06,South Korea,0.0040,15.2047,0.0090,-0.0058,0.0032,
6/1/06,South Korea,0.0028,14.6698,0.0097,-0.0053,0.0045,
9/1/06,South Korea,0.0013,14.4327,0.0100,-0.0036,0.0064,
12/1/06,South Korea,0.0020,13.5844,0.0120,-0.0025,0.0096,
3/1/07,South Korea,0.0050,14.0336,0.0096,-0.0034,0.0062,
6/1/07,South Korea,0.0033,13.9231,0.0105,-0.0043,0.0062,
9/1/07,South Korea,0.0105,13.9764,0.0089,-0.0037,0.0052,
12/1/07,South Korea,0.0089,13.1606,0.0034,-0.0028,0.0006,
3/1/08,South Korea,0.0086,12.3638,-0.0031,-0.0026,-0.0056,
6/1/08,South Korea,0.0067,11.8345,-0.0127,-0.0034,-0.0161,
9/1/08,South Korea,-0.0050,11.8142,-0.0250,-0.0260,-0.0511,
12/1/08,South Korea,0.0016,13.4004,-0.0602,-0.0198,-0.0800,
3/1/09,South Korea,0.0150,14.3252,-0.0510,-0.0323,-0.0832,
6/1/09,South Korea,0.0319,13.9954,-0.0254,-0.0304,-0.0558,
9/1/09,South Korea,0.0440,12.9107,0.0147,0.0221,0.0368,
12/1/09,South Korea,0.0347,10.6038,0.0669,0.0138,0.0807,
3/1/10,South Korea,0.0204,7.1457,0.0617,0.0313,0.0930,
6/1/10,South Korea,0.0210,7.0861,0.0457,0.0367,0.0824,
9/1/10,South Korea,0.0259,8.4533,0.0324,0.0240,0.0564,
12/1/10,South Korea,0.0244,10.0545,0.0190,0.0331,0.0521,
3/1/11,South Korea,0.0213,12.0379,0.0141,0.0257,0.0399,
6/1/11,South Korea,0.0093,13.2792,0.0112,0.0185,0.0296,
9/1/11,South Korea,0.0089,13.4227,-0.0026,0.0066,0.0040,
12/1/11,South Korea,0.0133,13.1997,0.0068,-0.0134,-0.0066,
3/1/12,South Korea,0.0155,13.0498,0.0092,-0.0170,-0.0078,
6/1/12,South Korea,0.0262,14.1248,0.0069,-0.0205,-0.0136,
9/1/12,South Korea,0.0303,15.2161,0.0151,-0.0165,-0.0014,
12/1/12,South Korea,0.0381,16.6164,0.0066,0.0018,0.0084,
3/1/13,South Korea,0.0474,18.8507,0.0052,0.0108,0.0160,
6/1/13,South Korea,0.0546,20.3766,0.0026,0.0137,0.0163,
9/1/13,South Korea,0.0572,21.4597,0.0046,0.0137,0.0184,
12/1/13,South Korea,0.0563,20.7217,0.0087,0.0092,0.0179,
3/1/14,South Korea,0.0562,20.3481,0.0104,0.0004,0.0109,
6/1/14,South Korea,0.0561,20.7293,0.0207,0.0102,0.0309,
9/1/14,South Korea,0.0540,21.4121,0.0197,0.0122,0.0319,
12/1/14,South Korea,0.0559,25.0273,0.0094,0.0087,0.0181,
3/1/15,South Korea,0.0624,27.7006,0.0095,0.0108,0.0203,
6/1/15,South Korea,0.0645,28.5703,0.0069,0.0019,0.0088,
9/1/15,South Korea,0.0707,29.1154,0.0002,-0.0078,-0.0076,
12/1/15,South Korea,0.0717,28.2913,0.0057,-0.0080,-0.0023,
3/1/16,South Korea,0.0747,29.5588,-0.0001,-0.0125,-0.0126,
6/1/16,South Korea,0.0750,30.1718,-0.0046,-0.0134,-0.0180,
9/1/16,South Korea,0.0691,29.4170,0.0030,-0.0021,0.0008,
12/1/16,South Korea,0.0652,27.6245,0.0023,-0.0084,-0.0061,
3/1/17,South Korea,0.0571,25.2971,0.0035,-0.0027,0.0008,
6/1/17,South Korea,0.0480,22.0029,0.0029,-0.0014,0.0016,
9/1/17,South Korea,0.0498,21.6452,-0.0017,-0.0048,-0.0065,
12/1/17,South Korea,0.0462,23.0603,-0.0003,0.0038,0.0035,
3/1/18,South Korea,0.0421,20.9117,0.0008,0.0016,0.0023,
6/1/18,South Korea,0.0434,20.5345,0.0062,-0.0049,0.0013,
9/1/18,South Korea,0.0446,19.4191,0.0074,-0.0057,0.0016,
12/1/18,South Korea,0.0449,17.9337,0.0068,-0.0090,-0.0022,
3/1/19,South Korea,0.0460,20.5576,0.0058,-0.0080,-0.0021,
6/1/19,South Korea,0.0421,20.8057,-0.0022,-0.0033,-0.0055,
9/1/19,South Korea,0.0370,20.9380,-0.0020,-0.0013,-0.0033,
12/1/19,South Korea,0.0364,20.9310,-0.0025,0.0002,-0.0022,
3/1/20,South Korea,0.0376,18.8014,-0.0069,0.0045,-0.0024,
12/1/00,Switzerland,0.1195,0.2062,-0.0233,-0.0081,-0.0233,
3/1/01,Switzerland,0.1128,0.5159,-0.0074,-0.0084,-0.0074,
6/1/01,Switzerland,0.0964,-0.4914,-0.0060,-0.0087,-0.0060,
9/1/01,Switzerland,0.0823,-0.2480,-0.0066,-0.0036,-0.0066,
12/1/01,Switzerland,0.0813,-0.1377,-0.0076,-0.0026,-0.0076,
3/1/02,Switzerland,0.0756,0.7008,0.0000,-0.0057,0.0000,
6/1/02,Switzerland,0.0748,1.5402,-0.0026,-0.0067,-0.0026,
9/1/02,Switzerland,0.0851,1.3838,0.0002,-0.0070,0.0002,
12/1/02,Switzerland,0.0844,1.5995,0.0021,-0.0097,0.0021,
3/1/03,Switzerland,0.0991,1.8392,0.0010,-0.0077,0.0010,
6/1/03,Switzerland,0.1138,1.8131,0.0029,-0.0070,0.0029,
9/1/03,Switzerland,0.1156,1.6834,0.0013,-0.0050,0.0013,
12/1/03,Switzerland,0.1262,2.0288,0.0014,-0.0034,0.0014,
3/1/04,Switzerland,0.1380,2.2808,0.0053,-0.0037,0.0053,
6/1/04,Switzerland,0.1454,2.5101,0.0006,-0.0015,0.0006,
9/1/04,Switzerland,0.1517,2.7124,0.0026,-0.0007,0.0026,
12/1/04,Switzerland,0.1460,2.3478,0.0033,0.0000,0.0033,
3/1/05,Switzerland,0.1448,1.9345,0.0021,-0.0184,0.0021,
6/1/05,Switzerland,0.1416,2.2954,-0.0385,0.0112,-0.0385,
9/1/05,Switzerland,0.1361,2.1862,-0.0416,0.0192,-0.0416,
12/1/05,Switzerland,0.1349,2.2824,-0.0447,0.0201,-0.0447,
3/1/06,Switzerland,0.1321,1.7552,-0.0497,0.0385,-0.0497,
6/1/06,Switzerland,0.1291,0.9746,-0.0054,0.0092,-0.0054,
9/1/06,Switzerland,0.1370,0.5399,-0.0044,-0.0001,-0.0044,
12/1/06,Switzerland,0.1428,-0.1452,-0.0026,0.0005,-0.0026,
3/1/07,Switzerland,0.1292,0.1859,-0.0022,0.0013,-0.0022,
6/1/07,Switzerland,0.1289,-1.7520,-0.0030,0.0003,-0.0030,
9/1/07,Switzerland,0.1261,-2.6061,0.0026,0.0004,0.0026,
12/1/07,Switzerland,0.0997,-2.2790,0.0034,-0.0081,0.0034,
3/1/08,Switzerland,0.0802,-4.8382,0.0051,-0.0110,0.0051,
6/1/08,Switzerland,0.0676,-4.2031,0.0072,-0.0222,0.0072,
9/1/08,Switzerland,0.0319,-4.2837,0.0052,-0.0518,0.0052,
12/1/08,Switzerland,0.0237,-4.2417,0.0042,-0.1258,0.0042,
3/1/09,Switzerland,0.0141,-2.7842,0.0149,-0.1313,0.0149,
6/1/09,Switzerland,0.0206,-2.3160,0.0562,-0.0626,0.0562,
9/1/09,Switzerland,0.0473,-1.8499,0.0636,0.0444,0.0636,
12/1/09,Switzerland,0.0749,-1.4515,0.0853,0.1357,0.0853,
3/1/10,Switzerland,0.1197,-0.8240,0.1251,0.1428,0.1251,
6/1/10,Switzerland,0.1229,-0.5380,0.2602,0.0802,0.2602,
9/1/10,Switzerland,0.1396,-0.4034,0.2368,0.0103,0.2368,
12/1/10,Switzerland,0.1466,-1.5670,0.2073,0.0009,0.2073,
3/1/11,Switzerland,0.1258,-1.4750,0.1557,-0.0037,0.1557,
6/1/11,Switzerland,0.1203,-0.1324,-0.0050,0.0008,-0.0050,
9/1/11,Switzerland,0.0966,-0.2565,0.1260,-0.1270,0.1260,
12/1/11,Switzerland,0.0779,-0.1238,0.0710,-0.0407,0.0710,
3/1/12,Switzerland,0.0736,-0.6973,0.0453,-0.0242,0.0453,
6/1/12,Switzerland,0.0797,-2.2865,0.2287,0.0031,0.2287,
9/1/12,Switzerland,0.0903,-2.0220,0.2036,0.1313,0.2036,
12/1/12,Switzerland,0.1067,-0.7338,0.2661,0.0434,0.2661,
3/1/13,Switzerland,0.1121,0.0788,0.2906,0.0260,0.2906,
6/1/13,Switzerland,0.1185,-0.0250,0.1018,-0.0038,0.1018,
9/1/13,Switzerland,0.1266,1.4866,0.0109,-0.0010,0.0109,
12/1/13,Switzerland,0.1157,1.7165,0.0112,-0.0015,0.0112,
3/1/14,Switzerland,0.1080,2.9217,0.0136,-0.0015,0.0136,
6/1/14,Switzerland,0.0888,6.7381,0.0148,-0.0011,0.0148,
9/1/14,Switzerland,0.0736,8.2952,0.0128,-0.0008,0.0128,
12/1/14,Switzerland,0.0853,9.1175,0.0496,-0.0007,0.0496,
3/1/15,Switzerland,0.0900,9.3022,0.1317,0.0000,0.1317,
6/1/15,Switzerland,0.1030,7.9958,0.1490,0.0046,0.1490,
9/1/15,Switzerland,0.1207,7.1549,0.1674,0.0006,0.1674,
12/1/15,Switzerland,0.1127,9.2767,0.1366,0.0022,0.1366,
3/1/16,Switzerland,0.1034,10.0575,0.0740,0.0044,0.0740,
6/1/16,Switzerland,0.0998,12.8607,0.0860,-0.0043,0.0860,
9/1/16,Switzerland,0.0900,14.8385,0.0891,-0.0002,0.0891,
12/1/16,Switzerland,0.0985,13.5439,0.1054,-0.0018,0.1054,
3/1/17,Switzerland,0.0953,13.7994,0.1302,-0.0023,0.1302,
6/1/17,Switzerland,0.0890,13.4372,0.1229,-0.0004,0.1229,
9/1/17,Switzerland,0.0728,13.1498,0.1049,-0.0004,0.1049,
12/1/17,Switzerland,0.0641,14.2768,0.0765,-0.0002,0.0765,
3/1/18,Switzerland,0.0742,15.3131,0.0279,-0.0021,0.0279,
6/1/18,Switzerland,0.0765,16.8244,0.0033,0.0002,0.0033,
9/1/18,Switzerland,0.0860,15.8375,0.0044,0.0004,0.0044,
12/1/18,Switzerland,0.0821,18.9186,0.0040,0.0002,0.0040,
3/1/19,Switzerland,0.0938,21.5125,0.0023,0.0006,0.0023,
6/1/19,Switzerland,0.0966,21.8599,0.0023,0.0004,0.0023,
9/1/19,Switzerland,0.1069,26.2999,0.0120,0.0000,0.0120,
12/1/19,Switzerland,0.1225,26.7485,0.0073,0.0002,0.0073,
3/1/20,Switzerland,0.1189,29.9944,0.0586,-0.0083,0.0503,
12/1/00,Taiwan,0.0249,16.0967,-0.0123,0.0000,-0.0123,
3/1/01,Taiwan,0.0319,15.9486,-0.0193,0.0000,-0.0193,
6/1/01,Taiwan,0.0392,16.1203,-0.0245,0.0000,-0.0245,
9/1/01,Taiwan,0.0466,15.9980,-0.0099,0.0000,-0.0099,
12/1/01,Taiwan,0.0571,15.2526,0.0382,0.0000,0.0382,
3/1/02,Taiwan,0.0688,15.0509,0.0404,0.0000,0.0404,
6/1/02,Taiwan,0.0769,14.4573,0.0960,0.0000,0.0960,
9/1/02,Taiwan,0.0765,13.8057,0.1092,0.0000,0.1092,
12/1/02,Taiwan,0.0792,13.7662,0.0891,0.0000,0.0891,
3/1/03,Taiwan,0.0803,14.0628,0.0883,0.0000,0.0883,
6/1/03,Taiwan,0.0837,14.3967,0.0559,0.0000,0.0559,
9/1/03,Taiwan,0.0902,14.8210,0.0687,0.0000,0.0687,
12/1/03,Taiwan,0.0890,14.1515,0.0992,0.0000,0.0992,
3/1/04,Taiwan,0.0814,13.0907,0.1426,0.0000,0.1426,
6/1/04,Taiwan,0.0753,12.6305,0.1321,0.0000,0.1321,
9/1/04,Taiwan,0.0693,12.8262,0.0865,0.0000,0.0865,
12/1/04,Taiwan,0.0498,13.0381,0.0569,0.0000,0.0569,
3/1/05,Taiwan,0.0446,13.5422,0.0302,0.0000,0.0302,
6/1/05,Taiwan,0.0328,13.1184,0.0352,0.0000,0.0352,
9/1/05,Taiwan,0.0203,12.7285,0.0390,0.0000,0.0390,
12/1/05,Taiwan,0.0400,13.2113,0.0315,0.0000,0.0315,
3/1/06,Taiwan,0.0421,13.9322,0.0029,0.0000,0.0029,
6/1/06,Taiwan,0.0493,14.6129,-0.0144,0.0000,-0.0144,
9/1/06,Taiwan,0.0626,15.6668,-0.0144,0.0000,-0.0144,
12/1/06,Taiwan,0.0599,15.5025,-0.0117,0.0000,-0.0117,
3/1/07,Taiwan,0.0698,15.3114,-0.0178,0.0000,-0.0178,
6/1/07,Taiwan,0.0734,14.2808,-0.0246,0.0000,-0.0246,
9/1/07,Taiwan,0.0727,12.9676,-0.0468,0.0000,-0.0468,
12/1/07,Taiwan,0.0787,12.4490,-0.0387,0.0000,-0.0387,
3/1/08,Taiwan,0.0749,10.9406,-0.0114,0.0000,-0.0114,
6/1/08,Taiwan,0.0758,10.5830,0.0046,0.0000,0.0046,
9/1/08,Taiwan,0.0663,10.4069,0.0183,0.0000,0.0183,
12/1/08,Taiwan,0.0596,11.3998,0.0400,0.0000,0.0400,
3/1/09,Taiwan,0.0729,12.6804,0.0486,0.0000,0.0486,
6/1/09,Taiwan,0.0830,12.9234,0.0720,0.0000,0.0720,
9/1/09,Taiwan,0.0980,11.7465,0.1118,0.0000,0.1118,
12/1/09,Taiwan,0.1041,9.8764,0.1219,0.0000,0.1219,
3/1/10,Taiwan,0.0923,7.8937,0.1185,0.0000,0.1185,
6/1/10,Taiwan,0.0893,8.4299,0.1224,0.0000,0.1224,
9/1/10,Taiwan,0.0889,9.5863,0.1096,0.0000,0.1096,
12/1/10,Taiwan,0.0827,9.7970,0.0747,0.0000,0.0747,
3/1/11,Taiwan,0.0799,11.0215,0.0527,0.0000,0.0527,
6/1/11,Taiwan,0.0728,12.4646,0.0288,0.0000,0.0288,
9/1/11,Taiwan,0.0733,14.0487,0.0044,0.0000,0.0044,
12/1/11,Taiwan,0.0783,15.4727,-0.0017,0.0000,-0.0017,
3/1/12,Taiwan,0.0771,15.7527,0.0000,0.0000,0.0000,
6/1/12,Taiwan,0.0800,15.2044,-0.0028,0.0000,-0.0028,
9/1/12,Taiwan,0.0820,14.7689,0.0123,0.0000,0.0123,
12/1/12,Taiwan,0.0866,14.5235,0.0192,0.0000,0.0192,
3/1/13,Taiwan,0.0864,13.7097,0.0134,0.0000,0.0134,
6/1/13,Taiwan,0.0922,13.4073,0.0151,0.0000,0.0151,
9/1/13,Taiwan,0.0965,13.4535,0.0132,0.0000,0.0132,
12/1/13,Taiwan,0.0974,12.4160,0.0116,0.0000,0.0116,
3/1/14,Taiwan,0.1039,13.4016,0.0127,0.0000,0.0127,
6/1/14,Taiwan,0.1092,13.7556,0.0139,0.0000,0.0139,
9/1/14,Taiwan,0.1091,13.5150,0.0169,0.0000,0.0169,
12/1/14,Taiwan,0.1132,14.1645,0.0156,0.0000,0.0156,
3/1/15,Taiwan,0.1290,15.6153,0.0179,0.0000,0.0179,
6/1/15,Taiwan,0.1291,15.3254,0.0175,0.0000,0.0175,
9/1/15,Taiwan,0.1332,15.3348,0.0206,0.0000,0.0206,
12/1/15,Taiwan,0.1362,15.0853,0.0198,0.0000,0.0198,
3/1/16,Taiwan,0.1343,13.7898,0.0198,0.0000,0.0198,
6/1/16,Taiwan,0.1381,13.5408,0.0177,0.0000,0.0177,
9/1/16,Taiwan,0.1330,13.0831,0.0121,0.0000,0.0121,
12/1/16,Taiwan,0.1312,13.1650,0.0105,0.0000,0.0105,
3/1/17,Taiwan,0.1272,12.8603,0.0075,0.0000,0.0075,
6/1/17,Taiwan,0.1244,14.1589,0.0052,0.0000,0.0052,
9/1/17,Taiwan,0.1293,15.7998,0.0064,0.0000,0.0064,
12/1/17,Taiwan,0.1406,16.6818,0.0114,0.0000,0.0114,
3/1/18,Taiwan,0.1415,17.9001,0.0145,0.0000,0.0145,
6/1/18,Taiwan,0.1397,16.9933,0.0139,0.0000,0.0139,
9/1/18,Taiwan,0.1283,14.8800,0.0126,0.0000,0.0126,
12/1/18,Taiwan,0.1165,15.2526,0.0095,0.0000,0.0095,
3/1/19,Taiwan,0.1096,16.2589,0.0061,0.0000,0.0061,
6/1/19,Taiwan,0.1097,17.9871,0.0067,0.0000,0.0067,
9/1/19,Taiwan,0.1136,21.6192,0.0077,0.0000,0.0077,
12/1/19,Taiwan,0.1065,22.9596,0.0164,0.0000,0.0164,
3/1/20,Taiwan,0.1073,22.9044,0.0213,0.0000,0.0213,
12/1/00,Thailand,0.0737,9.7681,-0.0276,0.0048,-0.0227,
3/1/01,Thailand,0.0575,9.5425,-0.0114,0.0047,-0.0067,
6/1/01,Thailand,0.0511,8.8663,-0.0120,-0.0002,-0.0122,
9/1/01,Thailand,0.0449,8.6917,-0.0131,0.0009,-0.0122,
12/1/01,Thailand,0.0425,8.7376,-0.0024,0.0005,-0.0019,
3/1/02,Thailand,0.0434,8.8142,0.0033,0.0048,0.0081,
6/1/02,Thailand,0.0374,9.4767,0.0223,0.0102,0.0325,
9/1/02,Thailand,0.0342,9.7266,0.0225,0.0088,0.0313,
12/1/02,Thailand,0.0347,9.9327,0.0206,0.0119,0.0325,
